id,closed,accountNumber,pin,balance
937,false,0937,0937,587.40
938,false,0938,0938,726.69
939,false,0939,0939,3356.49
940,false,0940,0940,3179.00
941,false,0941,0941,7831.00
942,false,0942,0942,5055.00
943,false,0943,0943,7423.00
944,false,0944,0944,5222.00
945,false,0945,0945,4158.58
946,false,0946,0946,4561.00
947,false,0947,0947,7436.00
948,false,0948,0948,7233.00
949,false,0949,0949,8993.28
950,false,0950,0950,7309.00
951,false,0951,0951,8633.68
952,false,0952,0952,3740.56
953,false,0953,0953,158.00
954,false,0954,0954,3806.15
955,false,0955,0955,991.64
956,false,0956,0956,464.00
957,false,0957,0957,5169.00
958,false,0958,0958,5397.76
959,false,0959,0959,8041.00
960,false,0960,0960,515.88
961,false,0961,0961,7828.00
962,false,0962,0962,1045.66
963,false,0963,0963,2112.00
964,false,0964,0964,7608.00
965,false,0965,0965,7802.47
966,false,0966,0966,3698.03
967,false,0967,0967,991.89
968,false,0968,0968,4331.49
969,false,0969,0969,869.19
970,false,0970,0970,7410.15
971,false,0971,0971,3458.41
972,false,0972,0972,8056.00
973,false,0973,0973,6115.00
974,false,0974,0974,1734.72
975,false,0975,0975,9796.21
976,false,0976,0976,7469.86
977,false,0977,0977,6988.00
978,false,0978,0978,8172.00
979,false,0979,0979,4518.29
980,false,0980,0980,770.00
981,false,0981,0981,2157.84
982,false,0982,0982,2123.35
983,false,0983,0983,7042.48
984,false,0984,0984,7796.00
985,false,0985,0985,2863.56
986,false,0986,0986,4000.64
987,false,0987,0987,3994.92
988,false,0988,0988,3907.18
989,false,0989,0989,6715.35
990,false,0990,0990,8278.34
991,false,0991,0991,2952.69
992,false,0992,0992,5568.00
993,false,0993,0993,4996.00
994,false,0994,0994,4444.00
995,false,0995,0995,2060.00
996,false,0996,0996,6532.18
997,false,0997,0997,374.00
998,false,0998,0998,7005.73
999,false,0999,0999,6149.85
1000,false,1000,1000,823.71
