id,closed,accountNumber,pin,balance
937,false,0937,0937,1920.00
938,false,0938,0938,7492.00
939,false,0939,0939,322.00
940,false,0940,0940,7473.84
941,false,0941,0941,4846.85
942,false,0942,0942,2740.63
943,false,0943,0943,2632.63
944,false,0944,0944,5038.00
945,false,0945,0945,2234.28
946,false,0946,0946,9329.00
947,false,0947,0947,8910.00
948,false,0948,0948,9871.00
949,false,0949,0949,4404.38
950,false,0950,0950,6605.53
951,false,0951,0951,6658.64
952,false,0952,0952,6518.00
953,false,0953,0953,3557.00
954,false,0954,0954,6030.00
955,false,0955,0955,5155.00
956,false,0956,0956,4573.87
957,false,0957,0957,6094.33
958,false,0958,0958,3911.10
959,false,0959,0959,4338.31
960,false,0960,0960,927.00
961,false,0961,0961,7930.00
962,false,0962,0962,7898.52
963,false,0963,0963,9262.98
964,false,0964,0964,3808.00
965,false,0965,0965,8890.00
966,false,0966,0966,8338.00
967,false,0967,0967,9922.00
968,false,0968,0968,8696.00
969,false,0969,0969,4238.18
970,false,0970,0970,4273.00
971,false,0971,0971,3366.12
972,false,0972,0972,1431.00
973,false,0973,0973,8320.00
974,false,0974,0974,356.00
975,false,0975,0975,4076.00
976,false,0976,0976,925.00
977,false,0977,0977,3248.37
978,false,0978,0978,7584.00
979,false,0979,0979,7205.04
980,false,0980,0980,9852.74
981,false,0981,0981,6028.03
982,false,0982,0982,6990.00
983,false,0983,0983,5431.00
984,false,0984,0984,4069.33
985,false,0985,0985,2529.00
986,false,0986,0986,1211.32
987,false,0987,0987,6858.53
988,false,0988,0988,698.16
989,false,0989,0989,5431.00
990,false,0990,0990,5744.00
991,false,0991,0991,6668.00
992,false,0992,0992,7994.53
993,false,0993,0993,2890.00
994,false,0994,0994,8568.00
995,false,0995,0995,6324.12
996,false,0996,0996,9094.00
997,false,0997,0997,733.00
998,false,0998,0998,1121.77
999,false,0999,0999,322.00
1000,false,1000,1000,8523.00
